Gender_Female,Gender_Male,Subscription Type_Basic,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Annual,Contract Length_Monthly,Contract Length_Quarterly,Age,Tenure,Usage Frequency,Total Spend
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15789473684210525,-0.6333333333333333,0.42857142857142855,0.320924972883155
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.368421052631579,-0.6,-1.0714285714285714,1.5385443831576935e-05
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.8421052631578947,-0.26666666666666666,0.6428571428571429,-1.6123791281068978
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.15789473684210525,-0.43333333333333335,0.21428571428571427,0.5560453255175278
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10526315789473684,0.5333333333333333,-0.35714285714285715,0.6062018724085142
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8421052631578947,-0.9,-1.0714285714285714,0.4835183432954081
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.47368421052631576,0.1,0.2857142857142857,0.9674828644619322
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.47368421052631576,-0.1,-0.9285714285714286,0.6201103136322723
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.263157894736842,0.43333333333333335,-0.14285714285714285,0.03386336187333162
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.263157894736842,-0.6,0.9285714285714286,-0.9261883332179424
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5789473684210527,0.8,-0.07142857142857142,-1.0480410483641425
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.42105263157894735,0.8333333333333334,0.5,0.8219981075904085
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7894736842105263,-0.9666666666666667,-0.5,-1.3415953166708974
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.263157894736842,-0.7,-0.8571428571428571,-0.14153069780680497
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.9473684210526315,-1.0333333333333334,-0.6428571428571429,0.8185209972844689
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5263157894736842,-0.8,0.0,0.38714392313432233
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2631578947368421,0.3,-0.7857142857142857,0.09066642049956544
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.8947368421052632,0.06666666666666667,0.07142857142857142,0.9436354265229663
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5263157894736842,0.6333333333333333,0.2857142857142857,0.47696414422315037
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3684210526315789,0.26666666666666666,0.42857142857142855,-0.2519058718546383
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.42105263157894735,-0.06666666666666667,-0.2857142857142857,-0.987730108544306
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.105263157894737,-0.4666666666666667,0.21428571428571427,0.41252990545644735
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.10526315789473684,0.4,0.21428571428571427,0.002784765333517874
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0526315789473684,-0.9666666666666667,-0.7857142857142857,0.803135553452878
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.42105263157894735,-0.5,-0.42857142857142855,0.18374835568069056
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3684210526315789,0.0,0.5714285714285714,0.719869531436308
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3684210526315789,0.9333333333333333,-0.5714285714285714,0.04444854722946635
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5789473684210527,-0.4666666666666667,-0.35714285714285715,-1.2585139199803064
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.1578947368421053,-0.9333333333333333,0.14285714285714285,-0.09845145507835036
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7894736842105263,-0.9666666666666667,-0.14285714285714285,-0.5292438823628963
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.105263157894737,0.6,-0.5714285714285714,-0.27236851215065416
